eegRawValue,attention,meditation,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,Value
23,37,97,20906,26924,13510,74796,7644,6847,1292,1188,Tag0,E
73,41,100,4553,16761223,11985,16750141,16166,10905,1174,589,Tag0,E
20,43,100,24135,5399,6808,12435,15731,1861,3447,1079,Tag0,E
50,51,88,7891,9524,5449,1335,5224,5297,1531,1104,Tag0,E
23,56,83,17028,16840,16748829,20154,18358,7277,1412,873,Tag0,E
18,51,90,17549,7766,5476,16751217,24007,3566,1665,1733,Tag0,E
12,51,97,20923,23124,16751651,24002,9558,6278,4612,1976,Tag0,E
1,44,100,16764831,9243,6317,30835,11475,7374,2043,747,Tag0,E
71,57,100,27451,6012,7620,13042,25015,9539,1534,1654,Tag0,E
71,67,90,16640,23363,8114,5362,5035,6819,1438,2335,Tag0,E
23,70,77,18771,4752,31655,15514,4762,13502,3049,3193,Tag0,F
90,75,84,10353,9963,17547,3134,3405,6334,2590,2370,Tag0,F
10,77,94,10110,11744,16744769,10126,6894,9872,2595,1527,Tag0,F
18,84,94,16767468,4649,4655,31556,11470,8608,3056,1289,Tag0,F
34,69,83,43096,16746310,19156,7802,12422,4293,2966,4046,Tag0,F
-318,50,84,16762806,16751211,16769467,2213,5077,3356,3503,1826,Tag0,F
26,47,77,19385,16748640,12907,12910,6182,9185,3727,3604,Tag0,F
17,47,70,15547,16646,21594,10046,6323,10701,4676,1531,Tag0,F
32,60,75,15542,14040,4568,14407,4554,6660,2043,1697,Tag0,F
-260,75,78,17275,11382,28464,5159,5423,5013,2494,979,Tag0,F
80,78,83,66456,17618,26354,7728,6050,9633,2687,3812,Tag0,F
11,57,81,188185,33037,16764721,21470,14920,7533,2391,1478,Tag0,F
64,41,96,16770819,7708,16771790,18369,7441,3570,3145,1572,Tag0,F
33,29,78,16753100,86724,10352,9176,3185,4999,1821,1668,Tag0,F
57,14,81,16752441,19376,24823,12094,1895,2532,823,956,Tag0,F
28,24,81,9304,11647,8393,6304,7845,2956,1980,1292,Tag0,F
49,27,77,32559,3982,16747037,6074,11562,2538,3173,1519,Tag0,F
81,29,96,20981,17182,22459,23104,5346,3358,3725,1269,Tag0,F
28,50,88,26533,10149,5399,11913,7313,7757,978,1810,Tag0,F
23,47,97,9101,11134,30529,11962,3686,4665,726,1076,Tag0,F
37,43,94,17601,22383,30323,7373,1970,2413,1700,612,Tag0,F
25,51,81,16394,16745876,14594,9220,8527,6437,1767,1034,Tag0,F
72,38,81,3503,20108,10637,8612,6970,3331,740,1828,Tag0,F
44,23,81,16757032,8457,14248,17108,6002,666,2842,867,Tag0,F
39,35,78,22567,13392,15597,5762,4117,4294,2342,447,Tag0,F
50,34,81,5452,30877,11083,27581,18049,5533,403,1089,Tag0,F
23,38,81,21863,19399,11983,7308,1923,5069,1430,423,Tag0,F
57,51,75,12209,30438,16747623,8614,14969,6088,2321,1186,Tag0,F
24,47,66,14165,16747257,14012,6600,8355,4101,1649,1003,Tag0,F
36,44,63,16765761,19423,12694,4852,14460,2941,3593,803,Tag0,F
44,47,67,7753,20539,16755491,7903,9282,10319,3155,2887,Tag0,F
80,51,57,21632,25189,2571,6806,7393,4402,2407,1178,Tag0,F
-269,56,64,7850,11510,20280,2070,7286,4215,2513,1252,Tag0,F
32,61,69,16768406,16651,29154,850,10160,5390,3710,833,Tag0,F
7,77,61,16769078,6154,4356,4876,4567,9049,1855,596,Tag0,F
34,75,78,5123,11147,25520,9747,9609,5172,1316,1618,Tag0,F
-291,74,78,10910,15779,21816,5410,7242,4737,1131,997,Tag0,F
72,51,70,16754340,16776302,22336,5435,5657,1626,1099,1458,Tag0,F
-264,34,77,16752134,20563,6065,23720,5632,4921,2552,1578,Tag0,F
49,35,69,16988,13658,9052,6267,5547,4232,2307,1359,Tag0,F
7,38,70,10217,8415,14949,9565,4716,5059,995,161,Tag0,F
51,57,70,22099,25895,18970,2486,20300,4216,1706,438,Tag0,F
35,44,77,21310,14174,21919,12744,7218,1586,1752,1098,Tag0,F
56,35,78,27178,16750508,16750310,4448,9689,4561,412,1252,Tag0,F
25,38,74,16767586,17730,25931,5191,16171,8570,1240,884,Tag0,F
-307,38,74,23922,22351,7848,8605,10481,3519,1426,1374,Tag0,F
4,48,63,21936,16771060,21673,16170,9631,6621,1387,1065,Tag0,F
6,54,60,5097,11416,7412,4360,4888,2660,882,1037,Tag0,F
53,51,56,1677,11018,13130,2004,14834,3220,1899,618,Tag0,F
36,61,63,16745691,12869,26600,4051,6821,10065,2011,1548,Tag0,F
32,78,56,14623,20302,7241,5292,25298,12004,921,711,Tag0,F
26,88,60,52099,12401,28736,6129,16511,12485,1375,797,Tag0,F
71,87,69,7087,6914,16749590,12416,16091,6695,3382,989,Tag0,F
52,74,64,16747815,16760413,32492,9936,7846,6589,1752,2940,Tag0,F
23,67,78,20915,13195,12455,17530,8337,9069,2933,1064,Tag0,F
3,66,81,22542,6095,18658,11503,10222,8931,2789,403,Tag0,F
29,69,77,82262,24423,16755900,5412,7668,12506,1297,457,Tag0,F
39,67,70,16760135,16745445,6027,11212,12034,3162,2623,768,Tag0,F
33,44,80,69905,26038,67839,13335,4165,3008,834,1531,Tag0,F
26,54,91,6332,8177,16595,4230,4608,3043,2533,1083,Tag0,F
39,56,96,3226,3908,13986,13079,12561,3387,2226,889,Tag0,F
33,47,96,14946,8750,5204,16866,9807,2515,1326,1099,Tag0,F
-270,54,87,19052,8785,4259,11333,8615,4137,1662,2098,Tag0,F
28,51,77,4900,14990,5459,4314,3791,1671,2315,488,Tag0,F
54,57,75,1599,7401,11183,9986,1827,5863,421,2100,Tag0,F
-276,51,84,16764551,14628,8652,16761685,7238,2986,2406,887,Tag0,F
10,35,88,148721,16744558,23814,29162,6966,2744,2561,879,Tag0,F
49,41,100,16751653,8736,5098,25610,3279,5782,3326,1230,Tag0,F
56,37,100,24016,7513,9608,13149,13582,2986,1423,623,Tag0,F
21,57,91,7214,1685,6514,2699,2338,4045,1027,1203,Tag0,F
25,77,96,3264,5775,12944,23851,5809,9543,1478,3136,Tag0,F
0,69,87,20474,30921,18235,15209,15279,4666,2082,712,Tag0,F
21,67,84,22214,12881,8250,14211,8893,3453,1874,3254,Tag0,F
50,63,70,4000,10120,1918,1969,4091,3641,2744,1251,Tag0,F
40,53,69,6654,10602,15003,15009,5702,3014,1548,1655,Tag0,F
38,56,77,12406,7481,12542,17123,6793,4208,2824,2913,Tag0,F
18,64,70,6652,22781,3052,16657,4830,8981,3202,2286,Tag0,F
20,56,93,10461,4726,4548,26147,5083,3839,1197,2337,Tag0,F
-281,64,90,29089,9644,901,20409,5796,5065,7371,2136,Tag0,F
19,67,90,3782,4763,3524,22137,5226,4763,4111,1636,Tag0,F
50,63,87,16765320,16746033,6221,10707,3826,6802,2588,947,Tag0,F
65,67,77,12266,13372,20022,3018,8247,7032,2223,2272,Tag0,F
50,66,74,17448,7166,2865,6216,3540,2210,2370,1271,Tag0,F
20,60,70,4272,13699,9913,25389,8966,3601,2220,1321,Tag0,F
48,57,80,8639,9861,4318,14397,8482,3366,2455,1908,Tag0,F
24,51,80,16744782,12090,8807,9812,6140,3054,2527,1336,Tag0,F
49,48,84,4925,8842,5125,12847,4157,2644,2475,802,Tag0,F
-258,69,74,9118,6236,3076,5091,4991,9004,5572,628,Tag0,F
75,54,75,22263,16752614,16761810,21952,12329,2769,2315,1013,Tag0,F
39,44,60,149189,34572,4500,16352,9373,4661,3243,1027,Tag0,F
51,43,66,26345,17286,16751208,22729,3500,6193,1935,1163,Tag0,F
45,29,75,16771788,11368,11000,8070,3208,4925,2655,732,Tag0,F
58,54,67,2845,11038,3874,11869,4612,9720,5892,1661,Tag0,F
19,66,77,29847,19869,4617,10498,7945,4197,3196,3614,Tag0,F
11,80,53,27650,26937,1517,6657,2747,9471,3585,2942,Tag0,F
70,63,43,70550,75281,15031,16869,9471,3355,2886,902,Tag0,F
-263,47,43,69050,16756837,27293,10911,7480,5741,2913,867,Tag0,F
59,53,50,10184,3313,2642,9186,4872,3804,1231,1040,Tag0,F
6,47,57,27470,17740,7499,5714,3882,4438,3196,6457,Tag0,F
39,54,69,3619,6646,3451,25769,14991,2483,1516,890,Tag0,F
28,66,63,506,20681,3139,10864,8863,7044,5832,4121,Tag0,F
34,54,50,21108,27960,4273,5111,5617,3046,6129,7027,Tag0,F
22,63,50,12797,14695,9192,5880,11796,9975,6227,2259,Tag0,F
60,77,35,3918,9807,938,5941,8958,4143,1987,687,Tag0,F
29,75,40,6910,8960,3829,10030,13828,4442,3406,494,Tag0,F
49,90,50,9614,5474,5423,8671,6804,6520,460,585,Tag0,F
7,81,57,7026,7409,7715,15456,8256,5361,1512,1322,Tag0,F
68,88,61,4930,4281,3913,3607,8808,5331,508,1756,Tag0,F
4,69,64,78514,83392,22810,16757532,6057,4955,2039,3802,Tag0,F
45,66,66,6508,4449,7905,4428,4951,4010,3015,2345,Tag0,F
16,67,57,21852,13645,9068,2959,8077,4581,2404,1857,Tag0,F
4,63,53,3787,18406,3371,3346,1774,6112,1409,683,Tag0,F
32,84,54,23118,3143,6751,6743,6041,5052,2626,914,Tag0,F
-260,88,50,3751,4250,16777197,11037,11083,5188,1181,767,Tag0,F
13,90,51,4685,7221,1582,5354,5587,2953,1233,1787,Tag0,F
35,83,61,15774,12047,6400,9750,7275,3500,1645,1272,Tag0,F
37,78,63,3820,3100,6327,2845,3472,2214,5688,771,Tag0,F
36,78,53,7285,15470,910,4802,4071,6946,1266,785,Tag0,F
75,37,24,319071,81400,20227,24550,21494,9297,3789,2549,Tag0,F
56,44,23,12503,16745145,5991,5373,3470,15696,3354,2017,Tag0,F
21,54,27,70918,16746752,13878,6607,12166,8892,3391,2398,Tag0,F
36,64,37,16748065,26574,27421,14239,8474,12518,4310,2322,Tag0,F
27,80,50,11669,24055,16756275,10921,7090,10095,3641,1893,Tag0,F
-118,75,66,25768,5280,19303,8019,5475,7282,2704,1896,Tag0,F
-294,66,74,16770478,9941,8930,3759,1564,1508,1034,1046,Tag0,F
39,69,70,23356,12347,12368,7509,4822,7928,3231,393,Tag0,F
-281,63,69,16750772,16748007,20757,29588,8570,5868,2835,2157,Tag0,F
70,70,66,43063,4530,8747,16750284,15269,23467,6013,2776,Tag0,F
48,77,74,13589,27627,16761663,11647,2798,9629,2541,1939,Tag0,F
1,61,75,88966,16750411,16754576,9387,8970,5006,3936,1515,Tag0,F
20,63,78,66401,31795,24097,16766496,10000,8592,1607,1903,Tag0,F
54,38,83,10497,18601,16761259,20368,17495,3558,4913,401,Tag0,F
80,53,69,16759976,13562,5042,7155,9124,11293,3593,3113,Tag0,F
-290,57,75,20093,14039,16755047,7942,3797,6107,3390,1370,Tag0,F
19,56,75,21903,22061,16760049,9725,15754,5315,1519,3143,Tag0,F
0,64,80,26157,11880,16744689,16756333,2504,8046,4568,689,Tag0,F
34,50,84,16755837,15850,16913,6620,13565,4227,5289,1599,Tag0,F
-306,43,88,19069,13916,16755809,17973,4534,3864,2714,763,Tag0,F
41,38,84,157046,16758474,16767328,15107,15504,4592,1928,5307,Tag0,F
16,24,81,354495,70310,147161,16758617,2900,7122,2486,2461,Tag0,F
5,14,90,16763588,16751208,16748294,16758076,8586,5353,2387,1568,Tag0,F
26,20,83,16770708,25368,3323,16767623,15408,6703,3331,676,Tag0,F
41,23,81,161250,16773290,16754206,19106,4727,7895,4761,1628,Tag0,F
-269,34,83,12160,16025,16751637,16768624,5700,6672,6052,3694,Tag0,F
37,27,75,868339,42903,16756890,23150,15330,4242,7223,5119,Tag0,F
32,20,77,19401,16759706,18549,78053,4332,5323,4162,1638,Tag0,F
3,17,84,16760889,16754655,97643,30077,4447,10101,9155,3422,Tag0,F
-262,23,84,16746601,8913,16764228,12705,5006,6634,4994,1125,Tag0,F
-260,29,96,69307,27339,79838,15602,7990,6775,5285,1932,Tag0,F
106,38,96,11077,25332,16747284,16746362,7573,7323,4087,1692,Tag0,F
51,26,97,6290,32011,89283,18962,5095,2793,1709,3396,Tag0,F
-283,24,88,16752408,16744909,23125,18921,11253,5570,4118,2905,Tag0,F
20,30,84,69332,26796,19990,16766677,6500,10598,4886,2987,Tag0,F
4,29,88,14314,16076,16776675,23062,10243,6971,5482,2244,Tag0,F
34,51,77,7313,26237,23650,7265,4322,9009,3339,2019,Tag0,F
66,56,78,16755633,19994,26263,10069,7685,5648,4247,2403,Tag0,F
16,56,74,96060,22185,15798,21329,3419,6222,4318,859,Tag0,F
-112,61,69,50305,17297,16749054,12817,10308,8150,5084,2162,Tag0,F
70,61,57,28638,23102,4538,3528,5618,4662,3992,2960,Tag0,F
8,60,69,29444,5421,16753035,13169,5055,5115,2604,1883,Tag0,F
118,57,70,12475,14764,27497,14633,4764,5355,5698,480,Tag0,F
39,53,74,132042,9052,9650,12176,2018,2322,869,141,Tag0,F
-257,41,93,17998,29479,39769,32079,11972,8406,3906,2048,Tag0,F
24,37,87,14371,16754187,10274,94146,24959,7503,2592,1514,Tag0,F
17,37,83,74401,24430,16750878,8545,7537,6772,4029,736,Tag0,F
26,44,77,120933,24403,19915,10578,7839,8632,3057,2675,Tag0,F
17,48,70,18708,21161,16747429,19023,6546,5643,4100,1585,Tag0,F
9,51,67,6303,24515,29282,8007,12700,4040,1872,1687,Tag0,F
325,60,61,16755608,10885,6843,4317,5922,5215,1777,1488,Tag0,F
54,61,51,307698,44933,15793,16745084,16769541,29751,7814,3221,Tag0,F
32,61,50,47939,16762388,16770752,19615,7739,8630,4048,1245,Tag0,F
24,63,63,30310,6671,74655,19895,5428,8787,4928,1960,Tag0,F
18,50,75,78132,22886,16769092,14401,5915,5644,4697,1660,Tag0,F
-264,40,91,16764897,31815,16766508,16751525,11877,9098,3017,2846,Tag0,F
26,41,94,20635,24273,16765357,8476,12212,6016,2067,4630,Tag0,F
-282,35,87,99258,16752105,85440,12255,3291,7452,4993,1122,Tag0,F
88,26,83,14619,16756459,16775730,16934,9266,3667,5643,3403,Tag0,F
-324,0,0,114958,3424,3358,3106,2296,713,587,258,Tag0,F
-312,0,0,16765031,32453,7270,2540,3880,3393,5440,923,Tag0,F
-366,57,69,1129513,16750108,16751266,11237,15398,18388,4692,5543,Tag0,F
-350,41,47,244631,16746391,4221,2804,2724,1861,2333,869,Tag0,F
-100,37,53,532262,16764519,24733,16749332,16751657,14653,5509,3108,Tag0,F
53,38,30,169270,289747,46426,9602,58999,16762844,11338,9853,Tag0,F
-572,30,10,395188,17931,1941,1908,5687,2986,1346,197,Tag0,F
3,44,3,1787028,294244,3694,23274,73757,27191,20243,6977,Tag0,F
92,35,1,528246,189824,16744436,14593,16753243,23206,32242,15029,Tag0,F
182,30,1,748258,16767400,17479,18542,7817,9901,8389,4902,Tag0,F
-311,43,21,1219729,16775246,23457,16773112,73383,16754036,16752363,15719,Tag0,F
85,66,38,261180,16774755,9185,16750435,79132,29701,8415,2975,Tag0,F
20,81,44,419402,143582,16751832,7496,22507,29092,8599,8916,Tag0,F
41,77,29,631699,66534,8743,2001,8513,6503,4336,1821,Tag0,F
-29,56,13,623366,361160,16746063,24043,16749791,16761726,10820,7149,Tag0,F
67,21,26,581523,201326,76034,125404,131206,20174,27515,7429,Tag0,F
22,21,26,2431108,801877,75996,425829,545402,347348,272455,16770857,Tag0,F
77,21,26,762836,328608,64392,91643,94345,16745127,12388,12866,Tag0,F
-95,24,29,539376,14905,1108,6242,4565,4055,2938,2128,Tag0,F
-268,24,30,1025585,537893,16755006,16774910,16755022,16759208,16744790,4077,Tag0,F
61,27,43,1646223,138594,11531,16762218,16765269,24736,16764833,10224,Tag0,F
-103,48,17,144416,53888,7412,6093,6373,18024,13755,1451,Tag0,F
58,30,11,112172,25177,1462,3796,1439,2576,1287,422,Tag0,F
85,26,3,2560594,639043,16745690,16746878,16776544,16752751,29784,6730,Tag0,F
13,21,1,36329,81908,4751,8827,12099,8881,4139,1071,Tag0,F
-326,1,1,1064948,608580,74585,16760215,16765525,27772,16755945,9278,Tag0,F
-259,8,16,1637127,16758519,23978,12925,2539,9479,5099,1561,Tag0,F
44,38,41,1332196,71315,20668,75249,18720,16752945,14142,6685,Tag0,F
115,61,50,1045402,79628,17685,20419,24734,16749951,27490,2612,Tag0,F
35,93,48,850040,115847,1687,16751314,14655,16756728,13168,12779,Tag0,F
71,100,47,16763271,16763677,29882,16745440,24059,16745498,10248,7351,Tag0,F
1,97,53,693404,16744441,17378,16772301,21714,13808,10515,5551,Tag0,F
53,84,56,2474528,65076,16749427,30199,16753823,30983,21670,5293,Tag0,F
12,77,60,676003,76786,7852,13574,6124,13560,5504,2889,Tag0,F
26,56,41,1019024,112275,8506,20129,23762,19435,16339,10894,Tag0,F
-125,50,26,519897,174323,74530,21771,25003,29743,15123,6772,Tag0,F
27,61,29,91949,13830,8002,6899,7465,8506,3537,1347,Tag0,F
102,61,44,117708,95387,33087,19198,23562,28554,13354,4226,Tag0,F
-109,84,54,76719,16774148,16751250,19764,16760988,75966,15337,2679,Tag0,F
8,88,54,37547,140099,28083,24614,31821,23216,19602,7619,Tag0,F
39,69,54,1307437,60810,70424,16747563,25867,16747017,14218,11354,Tag0,F
97,69,43,575209,54829,8322,16757943,16753654,29011,12439,9773,Tag0,F
13,47,47,87091,16750482,17527,5830,10903,8607,4166,1853,Tag0,F
80,56,50,186933,31305,16065,11623,23138,13533,4183,999,Tag0,F
-325,57,56,969990,16753936,70902,17394,20823,24205,14825,6785,Tag0,F
-124,66,53,41160,68914,4982,22569,31868,28199,13001,10102,Tag0,F
54,69,41,435041,124905,26644,9137,11722,16746812,10767,4674,Tag0,F
21,43,34,716456,246198,16749715,31908,16761923,14930,22216,4595,Tag0,F
-262,37,29,330114,77037,16755168,16761334,19125,19611,13426,4104,Tag0,F
48,23,35,71410,49841,19295,32492,23410,20589,10649,5534,Tag0,F
86,23,38,936601,266957,16753902,14789,13972,16762324,12705,6620,Tag0,F
68,56,51,343899,13748,3500,17178,7012,12220,3972,4647,Tag0,F
-30,64,27,214304,96363,14828,4158,16765803,24894,11571,6014,Tag0,F
83,64,44,651116,16753484,29305,96903,29143,19901,30285,4457,Tag0,F
102,44,48,307002,85762,12906,11081,11373,4987,1885,1366,Tag0,F
40,40,27,274895,76774,2062,10206,16015,23545,21624,1764,Tag0,F
66,40,40,62081,82403,7368,31775,24055,24083,22910,11580,Tag0,F
8,35,16,772117,53646,12234,18950,27756,13705,22455,4942,Tag0,F
34,57,23,78825,8503,3728,2056,1754,2868,780,16777183,Tag0,F
12,41,81,66225,97718,8919,16768194,8453,5473,2776,1202,Tag0,F
-280,61,51,9107,16749108,3491,5303,13834,15701,4560,1798,Tag0,F
67,66,40,27525,16751040,17308,5382,5873,9931,3108,4380,Tag0,F
89,80,34,12134,14063,13318,5767,15711,4603,4164,1718,Tag0,F
59,90,40,95164,31421,16747211,17537,8128,6153,5306,1858,Tag0,F
-260,77,47,15254,16773037,6902,15900,12607,9303,3877,2070,Tag0,F
51,77,43,16113,16760000,13875,7994,5617,11356,3643,1517,Tag0,F
67,88,47,16759962,23584,4748,31149,5344,16826,5112,1167,Tag0,F
18,96,54,16770396,16772537,10437,17153,20769,15130,3590,1023,Tag0,F
36,93,61,25109,18601,8079,7749,6670,4382,2605,1103,Tag0,F
60,84,56,16745319,16752128,13831,20994,14215,12301,3353,2154,Tag0,F
23,84,37,22280,16748733,10660,5322,10065,4666,1744,2637,Tag0,F
32,69,50,16747413,28782,16747700,9221,13597,4281,1452,915,Tag0,F
-295,67,51,16751901,21524,1587,23578,6658,5429,7928,856,Tag0,F
35,63,50,3482,22528,10812,5271,12599,4207,6309,1445,Tag0,F
41,74,53,28830,13314,8942,4550,11655,5059,3037,959,Tag0,F
35,93,48,16746822,19730,18445,9879,14396,12058,4154,2814,Tag0,F
75,91,53,14801,31939,9362,16748152,2197,7175,1839,1143,Tag0,F
51,100,48,21727,24928,1590,7892,3455,7998,2111,2757,Tag0,F
-259,88,69,15713,7526,23810,16751982,2516,5853,4191,2172,Tag0,F
4,88,67,15325,26888,8067,15048,4443,13915,1717,862,Tag0,F
55,81,61,17206,16750206,11632,17522,8010,4060,4587,1138,Tag0,F
28,84,75,19244,13211,13933,9089,4184,10327,2202,1129,Tag0,F
73,88,57,67025,19307,7090,21841,11097,5993,4110,1574,Tag0,F
68,67,60,21835,16769668,13268,25409,9610,5118,1915,871,Tag0,F
24,80,51,75412,16759645,12386,6893,5892,10717,7802,464,Tag0,F
29,67,67,27070,6742,9209,62294,11372,17438,3154,633,Tag0,F
-267,66,75,16745389,13724,21546,16750676,16396,8211,2806,1080,Tag0,F
3,64,83,10216,13903,7985,24430,9113,2281,4903,2784,Tag0,F
56,67,84,19858,31093,6749,13578,14614,8757,3479,3242,Tag0,F
44,69,69,18376,29984,9166,16753562,13558,11348,7233,1104,Tag0,F
12,69,60,12105,28670,5826,17010,6264,5059,2125,647,Tag0,F
38,75,40,14991,32031,5334,4399,11875,3395,1824,2164,Tag0,F
51,84,47,14519,3150,3009,11298,6311,12888,1633,1801,Tag0,F
55,80,43,14788,29765,9329,21400,7474,8391,4269,1578,Tag0,F
21,83,54,16748140,8562,18143,18031,4646,10749,1515,1366,Tag0,F
3,87,60,16768013,16748834,6672,10120,5398,7675,2522,1136,Tag0,F
61,77,51,18337,16757047,2731,24573,19969,22027,3272,765,Tag0,F
-262,87,41,16744899,20777,3868,5334,7661,10871,1001,944,Tag0,F
20,83,21,17830,16749179,4916,13415,18390,11126,1907,764,Tag0,F
22,81,35,20409,16901,16747337,10233,9035,7597,3832,1617,Tag0,F
57,69,48,8540,19649,9108,25693,6417,5948,1147,551,Tag0,F
93,54,61,8738,16099,12921,7223,4549,2996,1655,1750,Tag0,F
49,48,87,16768193,18609,8084,77624,5742,11007,2730,1378,Tag0,F
5,35,93,29785,20358,16755927,16746151,5920,3658,2235,1401,Tag0,F
82,27,97,16744498,16096,32218,13566,9778,3708,2302,1065,Tag0,F
41,35,100,5959,6293,27984,26973,20587,10647,2306,521,Tag0,F
55,41,78,5184,16746505,6381,4941,9158,7826,5709,450,Tag0,F
33,63,56,10887,22732,3195,14351,11025,11348,1551,428,Tag0,F
52,70,50,6163,32615,18306,31941,20638,10213,2174,173,Tag0,F
59,64,41,25747,16083,14682,14463,22475,3510,2850,2374,Tag0,F
41,60,56,26488,15676,2038,19024,6039,3960,2250,784,Tag0,F
59,67,57,9350,6731,8209,8083,10284,17133,5726,933,Tag0,F
42,67,63,26228,19537,9699,16759193,21614,8324,1968,846,Tag0,F
24,77,57,16754814,18793,7946,4225,3697,5508,1812,1903,Tag0,F
40,94,53,7195,8283,8437,5512,6847,14077,4078,1548,Tag0,F
0,83,57,2141,5803,6524,7547,6569,4918,3281,1016,Tag0,F
11,88,50,4956,21227,6664,12862,4851,7281,971,1064,Tag0,F
17,91,54,10795,5079,12041,3540,13645,4599,1556,560,Tag0,F
-267,0,0,25289,16747393,21355,24883,10543,17231,4994,995,Tag0,G
60,56,50,20502,87155,14234,18789,1785,10979,3192,7260,Tag0,G
35,43,48,9945,16747376,17673,8033,16283,6580,3777,2476,Tag0,G
38,30,67,9676,11163,16749781,16431,7923,7916,2509,1949,Tag0,G
18,24,87,9447,9548,32279,1707,10772,12437,3489,1894,Tag0,G
29,37,96,19566,6069,12724,2370,7666,5263,4033,1747,Tag0,G
21,34,88,25634,16768919,12059,4580,8066,6426,5640,2653,Tag0,G
32,48,70,19563,11489,7683,10267,9242,14112,1314,1644,Tag0,G
19,24,80,26651,13521,16744797,6712,4580,1022,993,1100,Tag0,G
39,14,87,12173,21388,16760420,8653,13712,5911,1787,759,Tag0,G
38,20,100,16747606,28174,16628,18222,5179,6223,887,1348,Tag0,G
23,16,100,6788,7539,9166,2585,7751,5649,2461,1325,Tag0,G
22,23,94,11852,16766249,16768950,14631,17443,5767,1292,2757,Tag0,G
3,27,88,11283,16820,13248,9627,5602,4284,1773,824,Tag0,G
12,35,94,5683,4727,17226,1651,3975,4789,1483,1615,Tag0,G
44,23,94,735,16748058,21509,5858,9298,5943,2650,2947,Tag0,G
41,27,100,32084,20560,32004,10232,6195,4879,1885,2445,Tag0,G
-275,26,94,16769820,16755031,31539,8222,12179,7672,1729,1807,Tag0,G
60,21,91,13876,31534,16747765,14442,7387,9683,1764,3971,Tag0,G
73,21,100,5572,3241,18113,8298,4311,2633,1080,597,Tag0,G
27,29,97,27958,18752,10999,16600,8528,7755,1469,595,Tag0,G
72,29,100,16751175,14421,20467,9707,6262,4143,2680,1391,Tag0,G
13,40,88,16766251,8141,4899,7154,16449,7176,1221,950,Tag0,G
11,27,63,27090,71636,13603,11908,10754,2192,2010,752,Tag0,G
38,26,69,3096,6392,10736,12648,5720,4085,1055,1040,Tag0,G
40,40,51,15158,12431,5107,1883,7942,7060,1235,670,Tag0,G
-278,40,44,22212,12746,3656,3598,16738,6101,1427,687,Tag0,G
-292,47,61,16745664,10542,14994,15695,11901,2333,1915,1061,Tag0,G
35,38,69,23010,17665,70123,2282,6344,5874,1404,595,Tag0,G
3,35,64,16747001,9242,481,2487,5633,3418,2255,1786,Tag0,G
70,16,88,7844,24800,16756192,4548,6318,3336,4660,755,Tag0,G
9,27,78,9884,21193,7881,11572,7134,8002,933,721,Tag0,G
4,40,60,2838,18023,14789,3988,8886,7722,2177,613,Tag0,G
2,29,90,16746751,5161,16814,10949,3139,3484,2145,1214,Tag0,G
10,47,88,19297,8893,16746685,4560,10022,12160,1327,857,Tag0,G
25,37,100,12718,19041,16754979,8699,2890,4320,2255,2766,Tag0,G
29,27,100,24239,10583,16767507,9341,4052,6613,568,742,Tag0,G
-261,37,100,24696,11790,3747,8122,1707,5962,664,709,Tag0,G
34,30,100,8196,9045,21078,10394,5035,5954,766,487,Tag0,G
26,43,90,7240,12663,6089,4972,6055,4726,1149,631,Tag0,G
-267,51,60,14935,15164,3935,1309,5154,4003,2581,1263,Tag0,G
53,34,77,16757276,15159,16769386,16747408,3466,3657,1693,666,Tag0,G
-276,29,54,18551,16752666,11694,9341,18748,6798,3843,524,Tag0,G
56,17,50,5712,28630,9640,4458,8839,2432,2282,834,Tag0,G
60,7,63,9307,16749367,27950,8131,2668,5170,1175,1458,Tag0,G
76,4,54,8429,16746343,70633,198,2318,3008,709,815,Tag0,G
81,7,91,31173,26681,16754383,16394,22845,5774,896,689,Tag0,G
21,20,81,29166,9737,4109,6196,16377,5661,2059,961,Tag0,G
70,29,80,20466,10372,21380,25535,13913,4518,1683,1528,Tag0,G
44,30,64,16744438,12898,12375,8361,8764,4985,2138,1655,Tag0,G
19,26,64,16757370,16762348,16774656,3389,7762,3998,981,763,Tag0,G
-263,17,69,16745832,20786,11395,3582,2976,4921,1039,193,Tag0,G
58,13,70,10749,16768,16759393,3886,8949,3417,911,987,Tag0,G
71,14,70,13355,27561,31653,7379,5533,11592,2245,1598,Tag0,G
56,24,67,8399,14340,18954,1423,10334,3501,3054,983,Tag0,G
-305,27,78,16760634,10102,19744,13461,7332,7374,1000,188,Tag0,G
44,41,67,32474,24231,16719,9308,6844,9094,2495,1627,Tag0,G
10,29,81,19022,17727,75474,21769,6720,6033,1115,473,Tag0,G
4,26,91,14494,20129,16774163,4753,9110,5939,776,829,Tag0,G
-259,81,54,71544,16758781,16759889,14110,25804,28690,5296,1695,Tag0,G
53,87,64,28197,19152,15498,15679,1424,3888,3163,871,Tag0,G
19,66,74,484779,16748532,16752563,10371,26218,2945,3874,1319,Tag0,G
27,44,75,11612,14515,3758,3455,6225,1272,2852,1562,Tag0,G
2,38,70,16758789,24876,10188,7001,8023,5406,6516,2649,Tag0,G
44,43,63,13322,27487,6526,13199,7536,6204,2927,2263,Tag0,G
244,60,54,11756,16865,3605,4606,4705,5630,2853,2571,Tag0,G
