eegRawValue,attention,meditation,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,Value
461,60,54,1000706,16761252,4801,9696,5334,7658,1066,392,Tag0,G
-75,63,56,16772341,11111,2350,3319,1591,1518,321,110,Tag0,G
25,53,47,43650,79706,7674,6599,8788,3616,832,443,Tag0,G
-270,50,53,16750162,17119,9340,15501,5340,4234,1147,1988,Tag0,G
32,51,67,16746124,5550,8790,29256,5679,12069,3000,729,Tag0,G
34,51,80,16757527,12117,18726,14747,11726,4213,2025,740,Tag0,G
42,63,91,25085,20950,14455,5538,7886,5998,1142,1155,Tag0,G
69,70,81,16750915,11412,5267,2480,11144,4251,3716,505,Tag0,G
4,63,77,14967,16388,20258,8152,5887,5011,4330,3142,Tag0,G
-258,64,67,16764457,16625,7546,8362,9380,3776,3285,727,Tag0,G
-301,64,77,16744594,7061,7267,20110,10404,4527,4739,1906,Tag0,G
68,60,77,65904,16753687,8003,17547,10111,9208,4072,1492,Tag0,G
3,66,60,95812,21804,2899,2823,9437,6254,1383,1538,Tag0,G
108,64,51,42341,16751598,3518,7690,2879,4865,2965,1621,Tag0,G
77,64,37,199236,32199,1178,8476,7388,6332,4146,3424,Tag0,G
59,57,29,83958,90005,12496,4277,2764,7458,4135,842,Tag0,G
43,53,41,16751919,20584,7730,9008,4974,4958,5668,3877,Tag0,G
34,43,44,13517,16757935,12539,6982,11313,2264,6575,619,Tag0,G
24,38,63,13610,9317,7048,24670,7092,3871,4987,1085,Tag0,G
44,50,70,16765526,15472,5683,10376,14661,7287,2193,935,Tag0,G
-277,53,69,356948,28740,7777,16976,12431,8276,3605,2203,Tag0,G
-269,66,66,251120,266195,26967,16765828,16744976,16758933,7302,7119,Tag0,G
69,66,53,1066241,132100,21245,16761925,28219,18621,4640,3991,Tag0,G
76,69,53,9931,5726,3196,5121,10509,4236,2229,1080,Tag0,G
42,61,51,15714,16755189,8728,13726,8206,5080,2269,1582,Tag0,G
-257,67,66,17536,4496,8993,3819,2703,4214,509,614,Tag0,G
54,77,75,32248,4365,6017,9866,7595,5444,4349,2885,Tag0,G
43,69,74,16767830,15595,3878,5358,10318,3771,6546,2477,Tag0,G
43,81,80,14096,11530,14824,10018,7634,7823,2923,2819,Tag0,G
35,75,63,16744948,15584,625,2568,2050,2252,2225,1937,Tag0,G
4,66,60,13136,19354,6268,19339,8583,5222,3764,1866,Tag0,G
11,63,77,17531,5463,20247,11627,6087,3744,2990,596,Tag0,G
38,56,66,8698,17735,1867,6844,5966,3355,3473,495,Tag0,G
22,53,77,21385,31500,8839,10513,6955,4447,2928,894,Tag0,G
25,48,75,16748215,16758195,19131,12895,4246,4574,1502,1695,Tag0,G
22,54,57,12405,21152,6540,9364,16211,7663,3667,1646,Tag0,G
18,50,64,20502,16749575,17459,11394,2198,5791,5777,1978,Tag0,G
57,69,61,13655,5518,2795,2163,3286,7424,2091,2191,Tag0,G
113,77,64,16774634,15023,11576,14718,6088,5038,4681,1499,Tag0,G
16,63,75,31911,28552,31117,10083,7866,3691,5929,1019,Tag0,G
51,75,75,27428,15908,12679,6903,4196,9962,1264,3182,Tag0,G
17,64,75,25550,28080,1572,10632,7334,8655,3634,1619,Tag0,G
-306,64,70,15725,16763977,21827,23646,5774,13130,3793,2696,Tag0,G
32,64,69,28846,20453,17045,10164,7802,2428,4159,963,Tag0,G
43,63,67,16757222,18694,12095,4281,3871,7757,5488,4358,Tag0,G
53,60,74,5405,13271,4133,6191,5956,3287,3392,942,Tag0,G
4,66,74,8101,11744,6414,9298,4636,7264,5911,2672,Tag0,G
20,75,74,12319,5741,4237,4223,2867,1875,891,1281,Tag0,G
18,77,61,18926,25105,2252,3624,1758,8791,3599,1716,Tag0,G
-263,64,69,4809,16873,13478,14975,6217,2151,2120,446,Tag0,G
19,64,74,16753321,9735,12995,9158,8430,7976,3702,1056,Tag0,G
21,75,67,16758400,9421,13480,3966,11522,9426,3086,2663,Tag0,G
-274,41,23,149045,51316,26111,2681,2982,8677,5797,3863,Tag0,G
38,26,30,16062,16773508,75953,11013,12176,5641,5342,2254,Tag0,G
-317,30,43,222053,31363,16534,10006,6562,6037,2512,1461,Tag0,G
32,38,48,458277,29659,10017,21372,4985,7053,3596,1448,Tag0,G
115,41,61,120684,67369,67539,23693,14804,13923,7714,1221,Tag0,G
-54,61,51,334769,16744858,7768,15621,14171,14921,2575,2361,Tag0,G
32,57,51,1018810,16752555,16748534,12420,28857,7103,12666,3120,Tag0,G
-261,57,38,90380,201344,23577,20700,18262,28601,4195,5665,Tag0,G
-330,64,30,52083,92236,21402,16759137,24447,26798,12822,4007,Tag0,G
35,51,40,16776467,72156,16754846,16753255,13886,11688,3246,3726,Tag0,G
67,53,40,53317,16752212,18131,18986,11955,7165,6366,3561,Tag0,G
-145,48,64,43045,5867,15903,13113,2278,2395,1302,369,Tag0,G
114,48,63,332550,24527,5713,12639,8138,7071,2153,711,Tag0,G
64,61,56,88434,14803,5984,3961,3227,7039,2399,634,Tag0,G
-280,57,69,16753258,16178,16759255,16755460,5191,7434,4160,3857,Tag0,G
75,53,60,49850,68129,16774506,9815,8481,6132,2846,1631,Tag0,G
36,41,64,32630,30399,20006,10092,6408,2742,3815,5790,Tag0,G
-257,29,70,141954,29745,16754432,8275,20479,6820,5577,614,Tag0,G
58,26,61,7332,16752761,30357,28515,11403,4733,5702,1246,Tag0,G
56,29,64,16759980,23759,16750832,13225,7656,4760,1952,898,Tag0,G
-282,29,78,51790,16970,16751244,83854,9743,6978,1022,1516,Tag0,G
83,23,70,16756192,73082,20696,15202,7296,4734,4121,1376,Tag0,G
41,35,69,21669,14147,17867,4403,8143,5659,932,3447,Tag0,G
37,34,67,251703,16773053,18948,67050,13004,8184,2416,1101,Tag0,G
66,44,56,16746782,16755897,27454,16751842,5369,15805,2454,2183,Tag0,G
107,47,70,16766622,19458,73814,23669,9437,5646,3048,2126,Tag0,G
96,38,69,16775505,16772711,16745724,3654,4220,7465,1752,554,Tag0,G
34,38,69,687401,26789,22882,23852,10235,4852,7725,2332,Tag0,G
1,21,78,37390,16757007,47111,22431,3161,4600,5500,1285,Tag0,G
35,23,74,27152,16744827,16758208,13348,7198,5201,3458,585,Tag0,G
9,23,75,1083,29919,23433,6031,5238,4430,2151,958,Tag0,G
-261,21,87,25391,3427,16760624,23956,9942,4115,3395,502,Tag0,G
-258,26,78,179167,16776472,16760972,23971,6413,5020,2777,2366,Tag0,G
2,35,67,776795,72424,21491,26817,17582,16223,7402,1370,Tag0,G
16,30,69,43570,16748975,16751171,12055,14890,4108,3869,1537,Tag0,G
40,34,70,18359,9049,36741,13127,5989,8325,4353,1257,Tag0,G
48,43,64,292656,70268,19751,20039,3623,11478,9407,2783,Tag0,G
24,37,75,19947,18933,31420,6839,7228,3848,1760,976,Tag0,G
-301,38,78,19710,16746302,29861,26927,6287,6283,2565,876,Tag0,G
16,43,67,16539,15480,16756588,23148,17880,7601,1821,925,Tag0,G
16,24,81,104064,16744586,80437,4088,8098,1995,3445,1142,Tag0,G
65,16,90,97778,18320,87893,13344,5227,3320,2572,640,Tag0,G
-266,13,94,16754078,22737,16746264,26858,3166,4050,1958,1999,Tag0,G
-298,10,81,61315,48393,16760371,1563,18188,10792,3761,901,Tag0,G
84,23,70,43104,16755138,16859,27965,17739,6142,4259,2600,Tag0,G
24,24,63,19438,16750099,69058,18333,18298,4101,2316,1116,Tag0,G
-301,26,54,71865,16769822,16769579,14660,15842,7853,2331,1903,Tag0,G
-268,20,63,16750711,81962,16756256,16756670,4113,5109,2299,896,Tag0,G
43,30,61,14694,19873,13746,4456,6282,8110,4776,2176,Tag0,G
58,37,53,71161,88888,25648,24067,7515,8649,6856,1365,Tag0,G
-266,24,57,107055,16763190,71520,22225,3994,2921,928,1849,Tag0,G
11,34,69,19109,9341,16761707,21233,4162,5434,1926,559,Tag0,G
-104,24,80,22155,11802,23580,14336,4597,4777,2150,854,Tag0,G
32,23,78,125044,203580,70464,16746,7475,13995,2703,1254,Tag0,G
53,29,87,30954,16055,46394,6301,8958,6460,3588,1447,Tag0,G
-278,14,74,83008,77260,16746281,16750510,9200,1687,1695,1969,Tag0,G
29,3,78,16749436,16745066,56800,16868,5220,5454,5117,1359,Tag0,G
-259,1,81,27217,50174,16755780,16745127,8819,6324,2273,2400,Tag0,G
23,4,77,16759752,15159,28834,16748044,8947,6429,1784,597,Tag0,G
-31,0,0,2041956,283843,25053,84288,16770096,162718,99969,138278,Tag0,G
51,0,0,1026933,96771,21865,10808,9196,15149,4464,1700,Tag0,G
29,0,0,415754,16775495,2445,27985,17315,16757,2570,1045,Tag0,G
-25,0,0,120139,16769418,23406,8776,2097,5364,3027,5382,Tag0,G
-308,0,0,169058,16759180,3141,11164,14899,11331,3629,1818,Tag0,G
16,0,0,603255,368523,31933,30048,158104,71601,17080,11833,Tag0,G
44,0,0,1008428,16753282,8784,17839,17665,7082,6372,2049,Tag0,G
2,54,24,297084,57972,4787,4971,22128,12575,4649,1918,Tag0,G
87,64,51,183130,69692,28954,16747551,16744946,16762033,22402,13400,Tag0,G
-276,43,17,569243,797450,8621,27382,16753710,16759563,15490,6265,Tag0,G
-32,50,34,62381,16746762,4155,2443,10447,8311,2689,2697,Tag0,G
-37,54,51,338986,117631,16761620,24346,16745433,29223,17223,8803,Tag0,G
21,27,43,437406,281710,16747622,16749331,32424,16745047,14198,5991,Tag0,G
41,66,63,805997,79658,2504,23748,26098,26988,10836,7644,Tag0,G
55,38,84,147057,16744966,15196,24233,6920,4738,3453,433,Tag0,G
124,26,78,666942,473862,16761645,16757954,22415,16748747,23051,4852,Tag0,G
5,38,77,518535,109478,21276,28688,16751018,16750348,10730,4062,Tag0,G
26,27,94,737502,16748366,132322,16744967,29411,16746756,9223,2505,Tag0,G
-312,44,93,230626,11980,32048,16045,10585,8016,4863,2885,Tag0,G
-269,67,100,1082112,21103,11703,10796,5775,7416,3896,2049,Tag0,G
112,54,100,187150,16775499,16762077,12500,16752458,13941,3798,5899,Tag0,G
34,27,84,236157,187445,19108,30339,16762920,15926,16981,7187,Tag0,G
-361,23,70,75727,17510,6118,2762,6845,2866,410,75,Tag0,G
83,20,66,73285,8139,1236,2367,475,1891,1329,238,Tag0,G
7,10,63,201018,201194,74939,26644,11272,20124,20152,3241,Tag0,G
96,20,60,133586,16762507,3976,2545,8047,5024,3089,749,Tag0,G
11,35,70,748333,13753,7270,25410,3956,9772,2727,967,Tag0,G
-91,48,70,218906,16761211,9096,24211,24473,26193,16117,5995,Tag0,G
-275,74,75,93050,17001,7890,8183,5283,6989,6404,1787,Tag0,G
33,91,75,409874,108598,14100,13067,24157,16752537,24993,6541,Tag0,G
28,97,67,396986,66707,16761256,16752815,16749924,16754980,6501,10091,Tag0,G
-119,91,70,930568,87416,71538,10285,16755205,16750759,26695,5519,Tag0,G
-310,90,51,492740,54735,4096,10189,24136,25889,12191,4302,Tag0,G
39,74,64,1771641,110117,75629,27243,26862,26934,13676,6604,Tag0,G
61,41,66,1873986,217932,86388,46952,16756399,26328,14717,2176,Tag0,G
100,29,63,72767,96947,19366,20405,12162,20164,24333,1817,Tag0,G
-356,20,74,2392705,202053,20848,16768807,16756324,31632,30075,3052,Tag0,G
64,7,78,818019,162232,47254,26058,16760477,15138,21321,2335,Tag0,G
-346,35,74,341370,73660,24143,29774,28245,27922,16978,6052,Tag0,G
6,48,78,1554699,16759795,16748833,16761859,79843,31425,7665,4372,Tag0,G
48,43,77,96794,16773783,1498,15851,8843,6272,2103,1894,Tag0,G
102,47,77,16754901,95223,16752842,16747418,17290,9725,8728,2350,Tag0,G
-328,35,74,81770,53337,23009,23684,22557,21405,18249,6123,Tag0,G
1,20,67,860900,145086,16756493,13354,17471,23461,16761718,8571,Tag0,G
-74,40,80,25776,16769780,16757888,21424,8866,24971,9210,2822,Tag0,G
44,50,75,1042615,59091,23967,16749730,16749711,17380,16261,2964,Tag0,G
65,70,81,63145,32131,23492,27811,30630,28649,14605,8066,Tag0,G
-347,81,83,67948,50961,16752086,16744999,16745148,32302,7097,1022,Tag0,G
-310,70,64,283438,161775,3400,21054,11881,22801,11160,3735,Tag0,G
-267,87,64,91510,97931,25154,16745860,24323,30052,17935,8599,Tag0,G
7,87,66,16754576,16749396,2273,16764770,13333,16752038,5611,11200,Tag0,G
35,87,74,86032,16757357,26513,27898,2655,18891,6603,2649,Tag0,G
20,100,74,186363,45114,9306,13329,16754413,16751028,10184,3875,Tag0,G
77,94,74,231192,151779,19278,16770519,16055,16752995,13331,5848,Tag0,G
-318,83,75,90301,25121,15709,28512,22531,14921,11198,5727,Tag0,G
4,54,74,80005,43131,19392,83679,14162,10048,6536,8617,Tag0,G
-632,63,81,11146,16760231,17331,6617,16839,28615,9918,8264,Tag0,G
26,66,91,1058316,70251,16767180,16765886,3651,16751351,21861,7583,Tag0,G
-264,50,80,1136777,429891,97838,29309,16765695,16770877,22283,17921,Tag0,G
87,44,90,19520,19965,9972,34854,7942,8096,6159,3798,Tag0,G
-268,60,75,5755,11799,5215,23378,7329,12183,4625,2865,Tag0,G
13,61,83,12985,16756253,15713,16759719,7533,12728,7894,1910,Tag0,G
97,64,78,7329,26732,619,22127,2839,11162,1212,2209,Tag0,G
23,63,78,4693,12264,17099,16753916,4365,3931,2359,1776,Tag0,G
42,50,78,16759787,13520,6135,17974,10052,3233,1639,940,Tag0,G
43,48,80,7042,12463,26010,4248,12016,3873,2547,980,Tag0,G
18,43,80,11279,29774,10848,14501,6250,8013,2126,2863,Tag0,G
53,44,81,8637,5086,19545,16747083,6206,4027,1645,898,Tag0,G
26,48,88,9726,12508,11655,31507,8508,6119,2289,879,Tag0,G
7,43,100,16755289,8578,67034,16764185,20631,7935,1308,2803,Tag0,G
-269,43,100,13305,3046,8174,22410,13465,5438,2247,717,Tag0,G
5,43,97,16760514,16748843,26162,29214,4975,6917,1247,623,Tag0,G
43,44,94,9431,21179,9907,26806,3567,7701,2175,1448,Tag0,G
26,56,84,8685,10016,6686,16690,2557,6376,3322,386,Tag0,G
36,54,83,16746988,13481,8677,29313,7257,6167,1086,1206,Tag0,G
38,57,90,2494,25415,16753674,16746100,5258,9641,3803,772,Tag0,G
40,38,87,2092,26716,998,25921,3247,1339,1853,2457,Tag0,G
42,43,91,11011,2695,7787,21519,3520,9024,850,669,Tag0,G
33,56,87,10914,4773,17573,12451,12254,14955,2099,2106,Tag0,G
-257,60,75,17815,21768,9169,13378,4650,5298,4056,1344,Tag0,G
67,77,84,10543,6989,21289,25299,11450,5562,4650,1770,Tag0,G
50,78,66,15570,17566,3322,10758,6345,11248,2129,1984,Tag0,G
-310,63,70,10052,14903,17427,15283,5391,4320,962,625,Tag0,G
11,66,78,20478,10749,10041,16773711,23609,15509,2114,1191,Tag0,G
107,70,60,30772,16746582,5252,17496,6619,9227,3866,1918,Tag0,G
42,57,77,7723,10718,7827,26408,2581,4860,2342,403,Tag0,G
20,51,78,16753695,30424,26526,16749805,7855,4815,2988,2654,Tag0,G
21,51,70,2356,14051,13170,11720,10566,6908,3408,1808,Tag0,G
38,53,75,15932,15747,13188,5941,6209,6976,1740,1319,Tag0,G
42,50,75,24307,14700,15065,16754766,10165,5531,1330,1193,Tag0,G
24,56,60,17124,28331,6080,9546,6517,3690,3554,1598,Tag0,G
71,61,60,16502,12425,14022,11780,6974,11291,3621,454,Tag0,G
43,61,61,8659,12256,18044,6488,11805,6925,2908,1559,Tag0,G
39,70,47,25142,9875,2292,10280,10953,4565,1690,1125,Tag0,G
34,83,56,24427,19961,27472,14817,9902,16707,970,1699,Tag0,G
28,87,51,21546,8980,765,8305,3883,6779,759,1045,Tag0,G
53,84,44,18458,20804,8227,5228,4952,5099,2062,520,Tag0,G
9,78,50,5934,21086,11148,17838,9908,5679,2768,730,Tag0,G
-280,75,44,17367,27330,14682,9767,3202,10696,1922,1069,Tag0,G
32,63,47,10552,12761,14023,9777,16895,5047,1998,1916,Tag0,G
-279,61,60,14230,18149,25618,17327,5840,7725,1734,906,Tag0,G
21,54,64,12184,26137,18898,16748724,10603,4665,1145,655,Tag0,G
45,57,63,19263,18320,10191,7571,12412,11024,2900,977,Tag0,G
34,60,70,10957,7256,30459,9558,13717,7273,1307,1461,Tag0,G
39,66,70,16769581,6265,2796,12906,2814,4502,2418,2078,Tag0,G
53,78,60,27565,20464,8041,9752,8206,6419,5933,1003,Tag0,G
33,75,74,12459,12099,22046,18968,8372,10848,2294,1018,Tag0,G
25,66,69,1617,13766,10878,16116,7417,3360,1243,3659,Tag0,G
-293,67,63,13329,12082,10414,4160,4986,7060,1924,1334,Tag0,G
56,67,60,1944,16747082,7984,12180,5336,8683,1890,1123,Tag0,G
39,74,50,21758,19836,4705,19536,4865,13400,3649,817,Tag0,G
20,67,50,20293,13351,16751131,16776,24689,3677,2377,1354,Tag0,G
26,54,66,6557,13838,16773833,16762793,10949,10284,4362,1931,Tag0,G
51,41,91,13580,14703,6469,16774167,5377,3794,2121,1265,Tag0,G
22,35,93,30983,17120,4783,12588,3328,5718,897,1229,Tag0,G
42,44,87,6984,27997,8371,25252,8413,8833,3421,1704,Tag0,G
33,54,69,15205,19848,1381,19629,3010,8854,2397,1775,Tag0,G
60,61,61,3059,11768,2207,16756745,12209,4531,1670,808,Tag0,G
60,75,93,8510,19894,16541,6212,6261,8562,5831,6823,Tag0,H
2,81,93,23273,13650,21988,24736,8731,7529,5709,3654,Tag0,H
68,80,100,14012,11213,11954,16597,9122,7677,2009,1796,Tag0,H
44,88,100,19623,11812,16756966,9190,10148,9391,1324,2589,Tag0,H
40,74,100,5818,16855,16749152,5473,12504,3716,2562,665,Tag0,H
44,83,100,5804,15094,6329,14875,10236,8630,2783,920,Tag0,H
27,64,100,16747795,20586,16757514,19735,13526,4756,2389,739,Tag0,H
-279,57,100,18010,16746108,16755926,2121,8363,6523,2056,3612,Tag0,H
-257,66,88,45723,20034,928,5404,5443,3450,4201,1830,Tag0,H
57,48,100,16747859,15907,28512,16698,2466,3720,3311,1513,Tag0,H
41,64,96,18385,10932,16759258,2846,16659,11854,1204,2416,Tag0,H
24,77,91,5324,14611,6129,6599,5364,5141,1216,1223,Tag0,H
36,75,100,10316,16277,16342,11807,18624,4567,1536,1847,Tag0,H
55,75,97,14293,21836,21241,15504,4462,3910,1144,1588,Tag0,H
23,70,100,10532,8002,16748447,9770,3239,7645,2152,466,Tag0,H
26,69,100,16752503,28491,16559,9963,5046,9184,1087,1153,Tag0,H
56,75,100,16756973,16745770,16171,4662,3750,8338,1305,435,Tag0,H
42,81,87,21892,24639,7876,5444,4662,3882,2575,657,Tag0,H
32,77,83,15792,11769,24362,6482,3819,4324,1729,1107,Tag0,H
34,60,94,11921,11527,16756315,18977,5828,4336,1863,1156,Tag0,H
56,57,84,21648,28770,3317,4012,17282,4520,4769,472,Tag0,H
50,53,88,27110,22999,18382,5629,5711,3380,2757,1845,Tag0,H
65,56,81,389390,23746,16751475,10155,29082,10071,2698,1394,Tag0,H
23,75,63,7649,24108,9386,7097,9143,8820,2844,260,Tag0,H
24,67,81,18666,18865,29706,9809,5328,5083,2111,961,Tag0,H
20,63,94,18676,15136,16776073,8468,4307,4460,510,2151,Tag0,H
26,51,93,31909,16772642,20135,26095,6217,6077,1133,1360,Tag0,H
23,44,97,24046,10749,10485,5971,13088,3394,4686,1867,Tag0,H
28,61,88,12368,6248,3690,9266,13057,5087,3015,385,Tag0,H
48,66,88,2295,8341,69023,9778,12848,6036,3509,428,Tag0,H
73,90,77,30966,11826,1796,2429,8694,5272,3426,177,Tag0,H
0,100,77,29420,16259,16741,1739,6923,8269,2164,708,Tag0,H
36,94,80,16766969,18653,28810,7560,20820,9709,470,251,Tag0,H
44,100,78,7216,15784,16763668,10028,4284,8088,1628,1405,Tag0,H
34,84,100,27289,11247,31308,9691,4854,5564,3283,1140,Tag0,H
73,88,100,6319,4218,15757,5981,7825,7798,3349,1052,Tag0,H
64,70,100,21105,16750603,16766356,15352,6586,5906,1009,238,Tag0,H
23,61,100,20646,14444,17182,24810,3259,2783,1474,650,Tag0,H
48,69,94,21960,17103,11126,4127,13531,6799,965,1039,Tag0,H
36,44,96,7853,19995,16751543,6647,6820,3783,2806,1419,Tag0,H
50,48,100,13792,20534,16761333,20584,7116,5557,3425,726,Tag0,H
55,51,90,13512,30610,8078,16520,2544,3558,2176,1152,Tag0,H
60,30,97,9131,14902,11943,7608,3227,1839,2642,1374,Tag0,H
-273,54,93,13016,10182,12226,6147,7468,8907,863,644,Tag0,H
7,66,77,16747027,23311,8503,3180,3089,4489,2536,1188,Tag0,H
56,78,75,7672,14732,19525,2044,13199,5916,1076,1403,Tag0,H
10,83,84,16771,15734,16769765,6966,3512,5592,6119,1124,Tag0,H
52,69,91,16752523,9980,19199,10225,6035,4946,1308,713,Tag0,H
16,70,94,25256,17561,10094,3713,2182,4718,1604,602,Tag0,H
29,57,94,21068,16752810,16744776,4936,7356,4572,1076,798,Tag0,H
37,69,87,4067,10875,18737,4744,1467,6284,2312,212,Tag0,H
40,80,74,28835,12576,4341,3244,4576,5490,2218,507,Tag0,H
10,74,87,17052,10614,16751339,7995,3168,5053,2800,854,Tag0,H
38,84,84,16753077,24577,7064,11763,3798,6315,647,703,Tag0,H
39,75,80,16759627,18849,4815,15626,5193,3287,2568,795,Tag0,H
11,56,90,17374,30698,30869,16149,20294,5181,961,900,Tag0,H
45,61,77,17078,13256,10407,3192,6137,3429,1853,867,Tag0,H
38,75,77,56645,8082,4875,6717,1971,12053,1380,1154,Tag0,H
7,87,69,30896,24006,2126,12002,7800,12486,995,1054,Tag0,H
13,47,77,16764187,8638,4057,7311,3339,3611,2424,6124,Tag0,H
73,61,69,19218,15776,4188,9107,5406,10649,5306,2186,Tag0,H
24,87,77,7649,8363,7248,11786,6506,8999,1580,1109,Tag0,H
7,88,70,10418,9505,1007,12417,13006,5329,4725,970,Tag0,H
39,90,67,22280,19818,18176,2815,7896,10078,1968,1019,Tag0,H
22,87,61,16753841,25502,1525,7370,13155,9049,3698,2207,Tag0,H
5,84,43,13011,22175,1139,2883,4482,6261,2700,1142,Tag0,H
-257,80,41,16776639,25500,8510,6476,7597,5809,3434,2725,Tag0,H
76,69,47,18671,27292,14615,20629,4504,5299,3733,1982,Tag0,H
73,69,54,16768794,16795,13271,5666,10561,7730,3197,1219,Tag0,H
1,63,70,157051,16659,19636,2466,11787,4672,7515,1873,Tag0,H
70,48,57,69769,96179,1272,7876,2354,3144,3048,1303,Tag0,H
22,56,51,7019,8209,2103,5493,5705,3227,3038,459,Tag0,H
22,50,50,8308,23693,11632,5996,4728,4843,2323,946,Tag0,H
58,54,53,11907,5816,9961,2854,5238,3476,914,387,Tag0,H
90,67,77,3733,11163,18143,8839,5253,4874,4430,941,Tag0,H
43,56,84,7887,13825,7917,12277,4659,2245,3795,1030,Tag0,H
22,54,94,8930,9504,31718,7074,11011,4371,5498,1055,Tag0,H
-275,44,87,26535,16755247,19172,2776,9559,4049,2380,1323,Tag0,H
56,43,83,76063,21182,12337,16559,6319,5032,3139,1462,Tag0,H
29,53,83,18660,9884,15161,9402,8968,6684,3336,1614,Tag0,H
50,57,77,10739,7657,5866,11120,12709,4242,1763,906,Tag0,H
85,75,69,20451,28143,3159,4583,4871,13091,3795,880,Tag0,H
52,83,54,16759614,16474,4877,1006,8824,5752,4157,1365,Tag0,H
52,83,50,16767607,20352,3513,15631,7390,7278,3988,2229,Tag0,H
70,77,54,15101,12923,28383,12033,12578,4980,5380,1961,Tag0,H
-277,67,74,15666,8525,18815,5274,3433,4724,8340,3388,Tag0,H
26,53,90,79266,30025,16749865,13971,11021,4421,21487,4319,Tag0,H
6,51,90,7788,20481,10783,6825,4956,6263,3887,1736,Tag0,H
0,60,83,16765131,11098,4507,6720,2434,4573,9037,14177,Tag0,H
44,57,70,12709,13788,7036,1431,5502,2679,9479,5738,Tag0,H
8,67,67,28427,18147,12529,4614,3261,5695,2132,727,Tag0,H
72,64,67,13856,10791,9471,1734,6034,2231,1281,1208,Tag0,H
50,63,63,6173,24309,4194,8582,8004,6501,6072,605,Tag0,H
49,56,74,30794,25910,26614,20044,9223,4057,6276,3367,Tag0,H
37,51,77,4312,27150,25406,14273,5138,6924,5039,504,Tag0,H
48,64,77,9676,4603,4799,4063,5653,6343,2038,2964,Tag0,H
43,57,77,72343,16762235,18814,6977,5141,6215,2578,2042,Tag0,H
35,83,66,13119,2777,3575,2990,3202,11016,2785,427,Tag0,H
-259,87,60,16759489,7621,6883,3792,12212,3040,2815,1194,Tag0,H
40,83,43,26091,15291,247,2416,7332,6515,5062,2169,Tag0,H
60,87,53,8063,4264,3781,17117,10871,3535,3430,1550,Tag0,H
33,77,63,16921,4951,2142,19497,3827,7520,4383,2564,Tag0,H
44,75,60,28887,28371,7724,4843,5598,6259,4260,5202,Tag0,H
54,74,74,16748677,28522,4141,16961,12921,13338,3344,3541,Tag0,H
42,75,66,16745191,7658,5602,6280,14381,2982,2892,669,Tag0,H
57,74,50,26085,23234,2255,8527,17764,8510,1895,2425,Tag0,H
7,63,54,81509,16776565,16747982,11816,10469,5815,4038,4405,Tag0,H
19,54,63,8767,14465,17216,7334,9104,3761,6668,987,Tag0,H
71,44,66,9474,27260,15062,6340,1828,3048,3088,1477,Tag0,H
16,40,75,16748113,24678,4276,12692,5232,5842,4608,2986,Tag0,H
-257,63,69,11702,12637,2668,10440,5492,16374,2681,498,Tag0,H
27,75,64,9407,5688,4396,3586,4541,5385,1729,1330,Tag0,H
28,87,63,16749230,14791,7845,5003,5496,5482,2735,2585,Tag0,H
34,97,54,16772425,7056,1238,2181,3817,5096,2758,1160,Tag0,H
35,80,51,89540,24133,5315,2175,4444,3085,2975,1866,Tag0,H
38,69,57,10839,8312,2699,15470,4157,3297,1756,1401,Tag0,H
